,Year,Season,Player,Pos,Age,Tm,G,GS,TOV,PF,PTS
8059,2004,regular,Mario Kasun,Center,24,ORL,45,0,0.6,1.9,2.6
8060,2004,regular,Viktor Khryapa,Small Forward,22,POR,32,5,1.0,2.5,4.2
8064,2004,regular,Brandin Knight,Point Guard,23,HOU,1,0,0.0,0.0,0.0
8067,2004,regular,Nenad Krstić,Power Forward,21,NJN,75,57,1.5,3.7,10.0
8069,2004,regular,Ibo Kutluay,Shooting Guard,30,SEA,5,0,0.4,0.2,0.0
8078,2004,regular,Shaun Livingston,Point Guard,19,LAC,30,15,2.5,2.7,7.4
8093,2004,regular,Kevin Martin,Point Guard,21,SAC,45,0,0.5,0.8,2.9
8143,2004,regular,Jameer Nelson,Point Guard,22,ORL,79,21,1.5,2.5,8.7
8146,2004,regular,Andrés Nocioni,Small Forward,25,CHI,81,38,1.7,2.6,8.4
8154,2004,regular,Emeka Okafor,Power Forward,22,CHA,73,73,1.7,2.9,15.1
8183,2004,regular,Pavel Podkolzin,Center,20,DAL,5,0,0.4,0.8,0.2
8193,2004,regular,Peter John Ramos,Center,19,WAS,6,0,0.5,0.7,1.8
8198,2004,regular,Justin Reed,Small Forward,23,BOS,23,0,0.2,0.5,1.8
8199,2004,regular,Jared Reiner,Center,22,CHI,19,2,0.5,1.8,1.1
8203,2004,regular,Bernard Robinson,Shooting Guard,24,CHA,31,1,0.6,1.4,3.0
8215,2004,regular,Quinton Ross,Shooting Guard,23,LAC,78,19,0.7,2.1,5.1
8226,2004,regular,Ha Seung-Jin,Center,19,POR,19,0,0.6,1.1,1.4
8233,2004,regular,Donta Smith,Shooting Guard,21,ATL,38,0,0.7,1.3,3.3
8234,2004,regular,J.R. Smith,Shooting Guard,19,NOH,76,56,1.4,1.8,10.3
8237,2004,regular,Josh Smith,Small Forward,19,ATL,74,59,1.8,2.1,9.7
8243,2004,regular,Kirk Snyder,Shooting Guard,21,UTA,68,7,0.9,1.7,5.0
8245,2004,regular,Pape Sow,Center,23,TOR,27,4,0.4,1.7,2.3
8251,2004,regular,Awvee Storey,Shooting Guard,27,NJN,9,0,0.0,0.3,0.9
8259,2004,regular,Robert Swift,Center,19,SEA,16,0,0.3,1.0,0.9
8262,2004,regular,Yuta Tabuse,Point Guard,24,PHO,4,0,0.3,0.3,1.8
8266,2004,regular,Sebastian Telfair,Point Guard,19,POR,68,26,1.8,1.8,6.8
8268,2004,regular,Billy Thomas,Small Forward,29,NJN,25,0,0.4,1.2,3.7
8270,2004,regular,James Thomas,Power Forward,24,TOT,11,2,0.6,1.2,2.4
8286,2004,regular,Beno Udrih,Point Guard,22,SAS,80,2,1.0,1.2,5.9
8291,2004,regular,Anderson Varejão,Power Forward,22,CLE,54,0,0.5,2.3,4.9
8294,2004,regular,Jackson Vroman,Power Forward and Small Forward,23,TOT,46,18,1.4,2.3,4.6
8297,2004,regular,Sasha Vujačić,Shooting Guard,20,LAL,35,3,0.4,1.2,2.9
8322,2004,regular,Delonte West,Shooting Guard,21,BOS,39,7,0.6,1.8,4.5
8328,2004,regular,Damien Wilkins,Small Forward,25,SEA,29,7,0.6,1.9,6.3
8348,2004,regular,Dorell Wright,Small Forward,19,MIA,3,0,1.0,0.7,2.3
8540,2005,regular,Alex Acker,Shooting Guard,23,DET,5,0,0.8,0.8,1.8
8546,2005,regular,Alan Anderson,Small Forward,23,CHA,36,7,0.9,1.3,5.8
8551,2005,regular,Martynas Andriuškevičius,Center,19,CLE,6,0,0.0,0.2,0.0
8577,2005,regular,Earl Barron,Center,24,MIA,8,0,0.6,1.3,1.6
8580,2005,regular,Eddie Basden,Small Forward,22,CHI,19,0,0.5,0.9,2.1
8581,2005,regular,Brandon Bass,Power Forward,20,NOK,29,1,0.4,0.6,2.3
8582,2005,regular,Esteban Batista,Power Forward,22,ATL,57,3,0.7,1.9,1.8
8595,2005,regular,Andray Blatche,Power Forward,19,WAS,29,0,0.4,1.2,2.2
8602,2005,regular,Andrew Bogut,Power Forward,21,MIL,82,77,1.5,3.2,9.4
8623,2005,regular,Kevin Burleson,Point Guard,26,CHA,39,1,0.6,1.6,1.8
8627,2005,regular,Andrew Bynum,Center,18,LAL,46,0,0.4,1.2,1.6
8628,2005,regular,Will Bynum,Point Guard,23,GSW,15,0,0.9,0.7,3.6
8630,2005,regular,José Calderón,Shooting Guard,24,TOR,64,11,1.6,1.5,5.5
8676,2005,regular,Travis Diener,Point Guard,23,ORL,23,0,0.4,1.0,3.8
8677,2005,regular,Ike Diogu,Power Forward,22,GSW,69,14,1.1,2.4,7.0
8690,2005,regular,Monta Ellis,Shooting Guard,20,GSW,49,3,1.2,1.4,6.8
8697,2005,regular,Daniel Ewing,Shooting Guard,22,LAC,66,5,0.9,1.3,3.8
8698,2005,regular,Noel Felix,Small Forward,24,SEA,12,0,0.7,1.1,1.5
8699,2005,regular,Raymond Felton,Point Guard,21,CHA,80,54,2.3,2.3,11.9
8702,2005,regular,Gerald Fitch,Point Guard,23,MIA,18,1,0.8,1.6,4.7
8704,2005,regular,Sharrod Ford,Power Forward,24,PHO,3,0,0.7,2.3,1.3
8715,2005,regular,Channing Frye,Center,22,NYK,65,14,1.5,3.1,12.3
8717,2005,regular,Deng Gai,Center,23,PHI,2,0,0.0,0.0,0.0
8719,2005,regular,Francisco García,Small Forward,24,SAC,67,11,1.1,2.0,5.6
8728,2005,regular,Ryan Gomes,Power Forward,23,BOS,61,33,0.9,1.4,7.6
8731,2005,regular,Joey Graham,Small Forward,23,TOR,80,24,1.2,2.9,6.7
8732,2005,regular,Stephen Graham,Shooting Guard,23,TOT,22,0,0.6,1.4,2.6
8736,2005,regular,Danny Granger,Small Forward,22,IND,78,17,1.0,2.7,7.5
8738,2005,regular,Devin Green,Shooting Guard,23,LAL,27,0,0.2,0.5,0.9
8739,2005,regular,Gerald Green,Shooting Guard,20,BOS,32,3,0.7,1.3,5.2
8741,2005,regular,Orien Greene,Point Guard,23,BOS,80,5,1.4,2.3,3.2
8744,2005,regular,Anthony Grundy,Shooting Guard,26,ATL,12,0,0.8,1.2,4.3
8758,2005,regular,Chuck Hayes,Power Forward,22,HOU,40,0,0.3,1.9,3.7
8761,2005,regular,Luther Head,Shooting Guard,23,HOU,80,27,1.5,2.1,8.8
8766,2005,regular,Julius Hodge,Shooting Guard,22,DEN,14,0,0.6,0.5,0.9
8767,2005,regular,Randy Holcomb,Small Forward,26,CHI,4,0,0.0,0.5,0.5
8783,2005,regular,Jarrett Jack,Shooting Guard,22,POR,79,4,1.3,1.7,6.7
8799,2005,regular,Šarūnas Jasikevičius,Point Guard,29,IND,75,15,1.5,1.4,7.3
8803,2005,regular,Amir Johnson,Small Forward,18,DET,3,0,1.3,2.3,6.7
8813,2005,regular,Dwayne Jones,Power Forward,22,BOS,14,0,0.2,1.0,1.0
8824,2005,regular,Linas Kleiza,Power Forward,21,DEN,61,2,0.3,1.4,3.5
8826,2005,regular,Yaroslav Korolev,Small Forward,18,LAC,24,0,0.3,0.5,1.1
8834,2005,regular,David Lee,Small Forward,22,NYK,67,14,0.8,1.9,5.1
8841,2005,regular,John Lucas III,Point Guard,23,HOU,13,0,0.5,0.5,2.3
8843,2005,regular,Arvydas Macijauskas,Shooting Guard,26,NOK,19,0,0.4,0.5,2.3
8851,2005,regular,Rawle Marshall,Small Forward,23,DAL,23,9,0.7,0.7,3.1
8856,2005,regular,Jason Maxiell,Power Forward,22,DET,26,0,0.4,0.5,2.3
8857,2005,regular,Sean May,Power Forward,21,CHA,23,1,1.4,2.5,8.2
8858,2005,regular,Rashad McCants,Shooting Guard,21,MIN,79,12,1.1,2.2,7.9
8867,2005,regular,Aaron Miles,Point Guard,22,GSW,19,0,0.6,0.7,0.8
8868,2005,regular,C.J. Miles,Point Guard,18,UTA,23,0,0.4,0.9,3.4
8879,2005,regular,Sergei Monia,Small Forward,22,TOT,26,15,0.5,1.6,3.0
8891,2005,regular,Boniface N'Dong,Center,28,LAC,23,1,0.3,1.0,2.2
8908,2005,regular,Fabricio Oberto,Center,30,SAS,59,0,0.5,1.5,1.7
8919,2005,regular,Andre Owens,Point Guard,25,UTA,23,2,0.6,1.1,3.0
8929,2005,regular,Chris Paul,Point Guard,20,NOK,78,78,2.3,2.8,16.1
8934,2005,regular,Johan Petro,Center,20,SEA,68,41,0.9,3.1,5.2
8945,2005,regular,Josh Powell,Power Forward,23,DAL,37,2,0.6,1.4,3.0
8946,2005,regular,Ronnie Price,Point Guard,22,SAC,29,0,0.3,0.3,2.1
8953,2005,regular,Shavlik Randolph,Power Forward,22,PHI,57,1,0.4,1.5,2.3
8964,2005,regular,Anthony Roberson,Point Guard,22,MEM,16,0,0.2,0.4,2.2
8965,2005,regular,Lawrence Roberts,Center,23,MEM,33,0,0.2,0.9,1.5
8968,2005,regular,Nate Robinson,Point Guard,21,NYK,72,26,1.6,2.8,9.3
8979,2005,regular,Melvin Sanders,Shooting Guard,25,SAS,16,0,0.5,1.3,2.6
8981,2005,regular,Alex Scales,Shooting Guard,27,SAS,1,0,0.0,0.0,0.0
8982,2005,regular,Luke Schenscher,Center,23,CHI,20,0,0.3,1.1,1.8
8984,2005,regular,Wayne Simien,Power Forward,22,MIA,43,2,0.6,1.6,3.4
8986,2005,regular,James Singleton,Small Forward,24,LAC,59,10,0.5,1.6,3.4
9008,2005,regular,Salim Stoudamire,Shooting Guard,23,ATL,61,1,1.3,1.9,9.7
9016,2005,regular,Chris Taft,Center,20,GSW,17,0,0.1,1.5,2.8
9017,2005,regular,Donell Taylor,Shooting Guard,23,WAS,51,1,0.7,0.9,2.7
9035,2005,regular,Dijon Thompson,Shooting Guard,22,PHO,10,0,0.2,0.6,2.8
9041,2005,regular,Ronny Turiaf,Center,23,LAL,23,1,0.3,1.3,2.0
9049,2005,regular,Charlie Villanueva,Power Forward,21,TOR,81,36,1.2,3.0,13.0
9054,2005,regular,Von Wafer,Shooting Guard,20,LAL,16,0,0.1,0.8,1.3
9060,2005,regular,Matt Walsh,Shooting Guard,23,MIA,2,0,0.5,0.0,1.0
9062,2005,regular,Hakim Warrick,Power Forward,23,MEM,68,2,0.8,1.7,4.1
9067,2005,regular,Martell Webster,Small Forward,19,POR,61,18,0.7,1.5,6.6
9073,2005,regular,Robert Whaley,Center,23,UTA,23,0,0.6,1.8,2.1
9085,2005,regular,Deron Williams,Point Guard,21,UTA,80,47,1.8,2.9,10.8
9088,2005,regular,Lou Williams,Point Guard,19,PHI,30,0,0.4,0.4,1.9
9089,2005,regular,Marvin Williams,Power Forward,19,ATL,79,7,1.1,2.9,8.5
9097,2005,regular,Antoine Wright,Shooting Guard,21,NJN,39,0,0.5,1.1,1.8
9098,2005,regular,Bracey Wright,Shooting Guard,21,MIN,7,0,1.1,1.1,8.9
9101,2005,regular,Derrick Zimmerman,Point Guard,24,NJN,2,0,2.0,2.0,2.0
9298,2006,regular,Hassan Adams,Shooting Guard,22,NJN,61,8,0.4,0.8,2.9
9299,2006,regular,Maurice Ager,Shooting Guard,22,DAL,32,1,0.5,0.8,2.2
9300,2006,regular,LaMarcus Aldridge,Center,21,POR,63,22,0.7,3.0,9.0
9305,2006,regular,Lou Amundson,Power Forward,24,TOT,11,0,0.5,1.4,1.5
9315,2006,regular,Hilton Armstrong,Center,22,NOK,56,5,0.6,1.4,3.1
9318,2006,regular,James Augustine,Power Forward,22,ORL,2,0,0.0,1.0,1.0
9319,2006,regular,Kelenna Azubuike,Shooting Guard,23,GSW,41,9,1.0,1.2,7.1
9320,2006,regular,Renaldo Balkman,Small Forward,22,NYK,68,1,0.7,2.1,4.9
9323,2006,regular,J.J. Barea,Point Guard,22,DAL,33,1,0.4,0.6,2.4
9324,2006,regular,Andrea Bargnani,Power Forward,21,TOR,65,2,1.6,2.8,11.6
9342,2006,regular,Will Blalock,Point Guard,23,DET,14,0,0.9,0.6,1.8
9348,2006,regular,Josh Boone,Power Forward,22,NJN,61,0,0.5,1.5,4.2
9356,2006,regular,Cedric Bozeman,Shooting Guard,23,ATL,23,5,0.4,1.4,1.1
9358,2006,regular,Ronnie Brewer,Shooting Guard,21,UTA,56,14,0.4,0.8,4.6
9360,2006,regular,Andre Brown,Power Forward,25,SEA,38,0,0.8,0.7,2.4
9365,2006,regular,Shannon Brown,Shooting Guard,21,CLE,23,5,0.6,1.0,3.2
9376,2006,regular,Rodney Carney,Small Forward,22,PHI,67,35,0.6,1.8,6.6
9388,2006,regular,Mardy Collins,Small Forward,22,NYK,52,9,1.1,1.4,4.5
9390,2006,regular,Will Conroy,Power Forward and Small Forward,24,TOT,7,0,0.3,1.0,0.0
9403,2006,regular,Paul Davis,Center,22,LAC,31,0,0.3,0.9,1.6
9408,2006,regular,Yakhouba Diawara,Shooting Guard,24,DEN,64,19,0.6,2.1,4.4
9420,2006,regular,Quincy Douby,Point Guard,22,SAC,42,0,0.4,0.5,2.8
9435,2006,regular,Jordan Farmar,Point Guard,20,LAL,72,2,1.0,1.1,4.4
9436,2006,regular,Desmon Farmer,Shooting Guard,25,SEA,8,0,0.1,0.3,1.6
9443,2006,regular,Randy Foye,Point Guard,23,MIN,82,12,1.9,2.2,10.1
9449,2006,regular,Jorge Garbajosa,Power Forward,29,TOR,67,60,1.0,1.3,8.5
9454,2006,regular,Rudy Gay,Small Forward,20,MEM,78,43,1.8,2.5,10.8
9455,2006,regular,Mickaël Gelabale,Small Forward,23,SEA,70,14,0.7,1.5,4.6
9457,2006,regular,Daniel Gibson,Point Guard,20,CLE,60,16,0.7,1.6,4.6
9460,2006,regular,Andreas Glyniadakis,Center,25,SEA,13,4,0.7,1.5,1.3
9470,2006,regular,Lynn Greer,Shooting Guard,27,MIL,41,0,0.4,0.8,4.1
9473,2006,regular,Mike Hall,Small Forward,22,WAS,2,0,0.0,0.5,1.0
9493,2006,regular,Walter Herrmann,Power Forward,27,CHA,48,12,0.7,1.6,9.2
9497,2006,regular,Robert Hite,Shooting Guard,23,MIA,12,0,0.5,0.7,4.3
9501,2006,regular,Ryan Hollins,Center,22,CHA,27,0,0.6,1.5,2.4
9514,2006,regular,Mile Ilić,Center,22,NJN,5,0,0.6,0.2,0.0
9516,2006,regular,Ersan İlyasova,Power Forward,19,MIL,66,14,0.8,2.2,6.1
9541,2006,regular,Alexander Johnson,Power Forward,23,MEM,59,19,0.8,2.3,4.4
9549,2006,regular,Bobby Jones,Small Forward,23,PHI,44,5,0.4,1.3,2.5
9561,2006,regular,Solomon Jones,Power Forward,22,ATL,58,8,0.4,2.1,3.3
9566,2006,regular,Tarence Kinsey,Shooting Guard,22,MEM,48,12,1.0,1.2,7.7
9574,2006,regular,James Lang,Center,23,WAS,11,0,0.2,1.3,1.0
9579,2006,regular,Kyle Lowry,Point Guard,20,MEM,10,0,1.2,2.0,5.6
9585,2006,regular,Renaldo Major,Power Forward,24,GSW,1,0,1.0,4.0,5.0
9588,2006,regular,Damir Markota,Power Forward,21,MIL,30,0,0.5,0.7,1.7
9600,2006,regular,Chris McCray,Shooting Guard,22,MIL,5,0,0.4,0.2,0.0
9602,2006,regular,Ivan McFarlin,Power Forward,24,PHI,11,0,0.1,0.7,1.4
9610,2006,regular,Pops Mensah-Bonsu,Power Forward,23,DAL,12,0,0.8,0.7,2.4
9618,2006,regular,Paul Millsap,Power Forward,21,UTA,82,1,1.1,2.9,6.8
9623,2006,regular,Randolph Morris,Center,21,NYK,5,0,0.4,0.8,0.8
9624,2006,regular,Adam Morrison,Power Forward,22,CHA,78,23,1.7,2.3,11.8
9638,2006,regular,David Noel,Power Forward,22,MIL,68,0,0.6,1.1,2.7
9639,2006,regular,Steve Novak,Small Forward,23,HOU,35,1,0.1,0.6,1.5
9641,2006,regular,Patrick O'Bryant,Center,20,GSW,16,0,0.5,1.6,1.9
9670,2006,regular,Kevinn Pinkney,Power Forward,23,BOS,6,0,0.7,2.0,5.2
9674,2006,regular,Leon Powe,Center,23,BOS,63,2,0.7,1.7,4.2
9678,2006,regular,Roger Powell,Small Forward,24,UTA,3,0,1.0,0.7,0.7
9682,2006,regular,Chris Quinn,Point Guard,23,MIA,42,1,0.5,0.8,3.4
9687,2006,regular,Allan Ray,Shooting Guard,22,BOS,47,5,0.9,1.8,6.2
9689,2006,regular,J.J. Redick,Point Guard,22,ORL,42,0,0.5,1.2,6.0
9693,2006,regular,Jeremy Richardson,Power Forward and Small Forward,22,TOT,6,0,0.2,0.3,1.3
9705,2006,regular,Sergio Rodríguez,Point Guard,20,POR,67,1,1.1,1.1,3.7
9706,2006,regular,Rajon Rondo,Point Guard,20,BOS,78,25,1.8,2.3,6.4
9710,2006,regular,Brandon Roy,Shooting Guard,22,POR,57,55,2.0,2.4,16.8
9716,2006,regular,Thabo Sefolosha,Shooting Guard,22,CHI,71,4,0.8,1.4,3.6
9717,2006,regular,Mouhamed Sene,Center,20,SEA,28,3,0.4,1.2,1.9
9719,2006,regular,Cedric Simmons,Power Forward,21,NOK,43,4,0.5,1.7,2.9
9722,2006,regular,Uroš Slokar,Center,23,TOR,20,0,0.5,0.6,1.9
9723,2006,regular,Craig Smith,Power Forward,23,MIN,82,5,0.9,2.7,7.4
9729,2006,regular,Steven Smith,Power Forward,23,PHI,8,0,0.3,0.5,0.6
9734,2006,regular,Vassilis Spanoulis,Shooting Guard,24,HOU,31,0,0.9,1.1,2.7
9752,2006,regular,Tyrus Thomas,Power Forward,20,CHI,72,4,1.3,2.3,5.2
9758,2006,regular,P.J. Tucker,Small Forward,21,TOR,17,0,0.4,0.7,1.8
9766,2006,regular,Marcus Vinicius,Small Forward,22,NOK,13,0,0.5,0.8,1.7
9787,2006,regular,James White,Shooting Guard,24,SAS,6,2,0.8,1.2,8.3
9798,2006,regular,Justin Williams,Center,22,SAC,26,1,0.6,2.0,5.0
9800,2006,regular,Marcus Williams,Point Guard,21,NJN,79,2,1.8,1.2,6.8
9804,2006,regular,Shawne Williams,Shooting Guard,20,IND,46,3,0.5,1.5,3.9
9805,2006,regular,Shelden Williams,Power Forward,23,ATL,81,31,1.2,2.5,5.5
10005,2007,regular,Arron Afflalo,Shooting Guard,22,DET,75,9,0.5,1.1,3.7
10009,2007,regular,Blake Ahearn,Point Guard,23,MIA,12,0,1.3,1.7,5.8
10016,2007,regular,Lance Allred,Center,26,CLE,3,0,0.0,0.3,1.0
10017,2007,regular,Morris Almond,Shooting Guard,22,UTA,9,0,0.2,0.6,1.4
10023,2007,regular,Joel Anthony,Power Forward,25,MIA,24,1,0.7,2.3,3.5
10048,2007,regular,Marco Belinelli,Shooting Guard,21,GSW,33,0,0.4,0.5,2.9
10070,2007,regular,Corey Brewer,Small Forward,21,MIN,79,35,1.1,2.4,5.8
10076,2007,regular,Aaron Brooks,Point Guard,23,HOU,51,0,0.9,1.4,5.2
10102,2007,regular,Wilson Chandler,Small Forward,20,NYK,35,16,0.8,2.4,7.3
10110,2007,regular,Mike Conley,Point Guard,20,MEM,53,46,1.7,1.6,9.4
10114,2007,regular,Daequan Cook,Shooting Guard,20,MIA,59,19,1.1,2.7,8.8
10116,2007,regular,Javaris Crittenton,Shooting Guard,20,TOT,50,0,1.1,0.9,5.6
10125,2007,regular,Jermareo Davidson,Small Forward,23,CHA,38,2,0.4,1.2,3.2
10127,2007,regular,Glen Davis,Center,22,BOS,69,1,0.9,2.3,4.5
10134,2007,regular,Guillermo Díaz,Shooting Guard,22,LAC,6,0,0.0,0.0,0.8
10148,2007,regular,Jared Dudley,Power Forward,22,CHA,73,14,0.7,1.8,5.8
10155,2007,regular,Kevin Durant,Shooting Guard,19,SEA,80,80,2.9,1.5,20.3
10166,2007,regular,Nick Fazekas,Power Forward,22,TOT,26,0,0.5,1.0,4.1
10170,2007,regular,Kyrylo Fesenko,Center,21,UTA,9,0,0.9,2.1,1.6
10183,2007,regular,Thomas Gardner,Shooting Guard,22,CHI,4,0,1.0,1.0,5.3
10206,2007,regular,Marcin Gortat,Center,23,ORL,6,0,0.3,0.7,3.0
10210,2007,regular,Aaron Gray,Center,23,CHI,61,1,0.9,1.9,4.3
10214,2007,regular,Jeff Green,Small Forward,21,SEA,80,52,2.0,2.5,10.5
10215,2007,regular,Taurean Green,Power Forward and Small Forward,21,TOT,17,0,0.5,0.3,1.6
10231,2007,regular,Mike Harris,Power Forward,24,HOU,17,0,0.5,0.9,3.6
10238,2007,regular,Spencer Hawes,Center,19,SAC,71,8,0.8,1.8,4.7
10250,2007,regular,Al Horford,Center,21,ATL,81,77,1.7,3.3,10.1
10287,2007,regular,Yi Jianlian,Power Forward,20,MIL,66,49,1.4,2.3,8.6
10313,2007,regular,Coby Karl,Shooting Guard,24,LAL,17,0,0.3,0.2,1.8
10327,2007,regular,Carl Landry,Power Forward,24,HOU,42,0,0.6,2.3,8.1
10328,2007,regular,Keith Langford,Shooting Guard,24,SAS,2,0,0.0,0.5,1.0
10329,2007,regular,Stéphane Lasme,Power Forward,25,TOT,16,4,0.9,2.2,5.2
10332,2007,regular,Acie Law,Point Guard,23,ATL,56,6,1.0,1.3,4.2
10344,2007,regular,Ian Mahinmi,Center,21,SAS,6,0,0.3,0.7,3.5
10363,2007,regular,Dominic McGuire,Shooting Guard,22,WAS,70,1,0.6,1.1,1.3
10365,2007,regular,Josh McRoberts,Power Forward,20,POR,8,0,0.3,0.1,1.5
10378,2007,regular,Jamario Moon,Small Forward,27,TOR,78,75,0.7,1.9,8.5
10390,2007,regular,Juan Carlos Navarro,Shooting Guard,27,MEM,82,30,1.6,1.1,10.9
10397,2007,regular,Demetris Nichols,Small Forward,23,TOT,14,0,0.3,0.3,1.1
10400,2007,regular,Joakim Noah,Center,22,CHI,74,31,1.2,2.3,6.6
10427,2007,regular,Oleksiy Pecherov,Center,22,WAS,35,0,0.5,0.9,3.6
10429,2007,regular,Kosta Perović,Center,22,GSW,7,0,0.1,0.9,1.4
10439,2007,regular,Kasib Powell,Small Forward,26,MIA,11,4,0.5,1.6,7.6
10442,2007,regular,Gabe Pruitt,Point Guard,21,BOS,15,0,0.3,0.7,2.1
10453,2007,regular,Chris Richard,Center,23,MIN,52,3,0.5,1.6,1.9
10470,2007,regular,Cheikh Samb,Center,23,DET,4,0,0.3,2.0,1.8
10472,2007,regular,Luis Scola,Power Forward,27,HOU,82,39,1.3,2.9,10.3
10475,2007,regular,Ramon Sessions,Point Guard,21,MIL,17,7,2.1,1.5,8.1
10480,2007,regular,Courtney Sims,Center,24,IND,3,0,0.0,0.7,0.0
10484,2007,regular,Jason Smith,Power Forward,21,PHI,76,1,0.6,1.9,4.5
10503,2007,regular,D.J. Strawberry,Shooting Guard,22,PHO,33,0,0.3,1.1,2.2
10504,2007,regular,Rodney Stuckey,Point Guard,21,DET,57,2,1.4,2.0,7.6
10523,2007,regular,Al Thornton,Power Forward,24,LAC,79,31,1.6,2.5,12.7
10525,2007,regular,Alando Tucker,Small Forward,23,PHO,6,0,0.0,0.3,3.7
10548,2007,regular,Darius Washington,Shooting Guard,22,SAS,18,0,0.8,0.9,2.9
10549,2007,regular,Darryl Watkins,Center,23,SAC,9,0,0.8,0.9,1.3
10550,2007,regular,C.J. Watson,Point Guard,23,GSW,32,0,0.6,0.6,3.7
10561,2007,regular,Mario West,Shooting Guard,23,ATL,64,2,0.1,1.0,0.9
10581,2007,regular,Sean Williams,Center,21,NJN,73,29,1.0,2.6,5.6
10591,2007,regular,Brandan Wright,Power Forward,20,GSW,38,6,0.3,0.9,4.0
10593,2007,regular,Julian Wright,Small Forward,20,NOH,57,1,0.6,0.8,3.9
10597,2007,regular,Nick Young,Shooting Guard,22,WAS,75,2,1.3,1.7,7.5
10598,2007,regular,Thaddeus Young,Power Forward,19,PHI,74,22,0.9,1.7,8.2
10808,2008,regular,Alexis Ajinça,Power Forward,20,CHA,31,4,0.4,1.1,2.3
10810,2008,regular,Joe Alexander,Small Forward,22,MIL,59,0,0.9,1.8,4.7
10820,2008,regular,Ryan Anderson,Power Forward,20,NJN,66,30,1.0,2.4,7.4
10826,2008,regular,Darrell Arthur,Power Forward,20,MEM,76,64,0.6,2.7,5.6
10830,2008,regular,D.J. Augustin,Point Guard,21,CHA,72,12,1.7,1.9,11.8
10845,2008,regular,Nicolas Batum,Small Forward,20,POR,79,76,0.6,1.8,5.4
10846,2008,regular,Jerryd Bayless,Point Guard,20,POR,53,0,1.1,1.5,4.3
10847,2008,regular,Michael Beasley,Power Forward,20,MIA,81,19,1.5,2.3,13.9
10879,2008,regular,Bobby Brown,Power Forward and Small Forward,24,TOT,68,2,0.9,1.4,5.3
10905,2008,regular,Mario Chalmers,Point Guard,22,MIA,82,82,2.0,2.9,10.0
10923,2008,regular,Joe Crawford,Small Forward,22,NYK,2,0,0.0,1.0,4.5
10956,2008,regular,Joey Dorsey,Power Forward,25,HOU,3,0,0.0,0.0,0.7
10960,2008,regular,Chris Douglas-Roberts,Shooting Guard,22,NJN,44,3,0.7,0.8,4.9
10961,2008,regular,Goran Dragić,Point Guard,22,PHO,55,1,1.3,1.6,4.5
10977,2008,regular,Rudy Fernández,Shooting Guard,23,POR,78,4,1.1,1.4,10.4
10989,2008,regular,Danilo Gallinari,Shooting Guard,20,NYK,28,2,0.5,1.7,6.1
10993,2008,regular,Marc Gasol,Center,24,MEM,82,75,2.0,3.2,11.9
10998,2008,regular,J.R. Giddens,Small Forward,23,BOS,6,0,0.2,0.2,0.7
11007,2008,regular,Eric Gordon,Shooting Guard,20,LAC,78,65,2.1,2.2,16.1
11016,2008,regular,Donté Greene,Small Forward,20,SAC,55,4,0.7,1.2,3.8
11017,2008,regular,Hamed Haddadi,Center,23,MEM,19,0,0.5,1.1,2.5
11018,2008,regular,Malik Hairston,Shooting Guard,21,SAS,15,0,0.8,1.3,3.3
11038,2008,regular,Roy Hibbert,Center,22,IND,70,42,0.8,3.1,7.1
11039,2008,regular,J.J. Hickson,Center,20,CLE,62,0,0.7,1.3,4.0
11041,2008,regular,George Hill,Point Guard,22,SAS,77,7,1.0,1.9,5.7
11043,2008,regular,Steven Hill,Power Forward,23,OKC,1,0,0.0,0.0,2.0
11060,2008,regular,Othello Hunter,Power Forward,22,ATL,16,0,0.1,0.7,1.4
11070,2008,regular,Darnell Jackson,Power Forward,23,CLE,51,2,0.3,1.5,1.9
11079,2008,regular,Nathan Jawai,Power Forward,22,TOR,6,0,0.3,0.5,0.3
11081,2008,regular,Dontell Jefferson,Shooting Guard,25,CHA,6,0,1.0,1.5,4.8
11091,2008,regular,Trey Johnson,Shooting Guard,24,CLE,4,0,0.3,1.0,1.0
11098,2008,regular,DeAndre Jordan,Center,20,LAC,53,13,0.8,1.8,4.3
11107,2008,regular,Kosta Koufos,Center,19,UTA,48,7,0.5,1.5,4.7
11109,2008,regular,Rob Kurz,Small Forward,23,GSW,40,5,0.4,2.0,3.9
11112,2008,regular,Courtney Lee,Shooting Guard,23,ORL,77,42,0.9,2.0,8.4
11118,2008,regular,Brook Lopez,Center,20,NJN,82,75,1.8,3.1,13.0
11119,2008,regular,Robin Lopez,Center,20,PHO,60,7,0.5,1.6,3.2
11120,2008,regular,Kevin Love,Center,20,MIN,81,37,1.5,2.5,11.1
11136,2008,regular,Cartier Martin,Small Forward,24,CHA,33,1,0.3,1.0,2.6
11143,2008,regular,O.J. Mayo,Shooting Guard,21,MEM,82,82,2.8,2.5,18.5
11144,2008,regular,Luc Mbah a Moute,Power Forward,22,MIL,82,52,1.2,2.5,7.2
11149,2008,regular,JaVale McGee,Center,21,WAS,75,14,0.8,2.1,6.5
11179,2008,regular,Anthony Morrow,Shooting Guard,23,GSW,67,17,0.8,1.9,10.1
11185,2008,regular,DeMarcus Nelson,Point Guard,23,GSW,13,5,1.2,1.8,4.1
11205,2008,regular,Greg Oden,Center,21,POR,61,39,1.4,3.9,8.9
